race,gender,age,job_title,state,city,zip_code,Salary
White,Female,25,Staff Scientist,New York,Staten Island,10310,"$50,538.09 "
White,Female,32,Data Coordiator,New York,Albany,12232,"$38,657.93 "
White,Male,48,Executive Assistant,New York,Rochester,14609,"$198,512.96 "
White,Female,34,Design Engineer,New York,New York City,10045,"$48,505.56 "
American Indian & Alaska Native,Female,64,VP Product Management,New York,Great Neck,11024,"$223,992.56 "
Black,Female,42,Data Analyst,New York,Syracuse,13205,"$27,732.07 "
White,Female,34,Safety Technician,New York,Jamaica,11436,"$79,228.10 "
White,Male,36,Information Systems Manager,New York,Jamaica,11407,"$235,179.97 "
White,Female,62,Desktop Support Technician,New York,New York City,10110,"$253,902.07 "
White,Female,42,Quality Control Specialist,New York,New York City,10125,"$285,058.71 "
White,Male,65,Research Associate,New York,Bronx,10469,"$250,169.25 "
White,Male,67,Recruiting Manager,New York,Albany,12210,"$32,262.15 "
White,Female,40,Compensation Analyst,New York,Syracuse,13224,"$227,827.43 "
Hispanic,Female,46,Help Desk Technician,New York,Buffalo,14215,"$257,130.45 "
White,Female,24,Cost Accountant,New York,Bronx,10454,"$296,241.37 "
White,Male,50,Registered Nurse,New York,Flushing,11388,"$137,593.16 "
White,Male,60,Senior Cost Accountant,New York,Buffalo,14210,"$83,398.85 "
Hispanic,Male,51,Safety Technician,New York,Rochester,14683,"$277,772.84 "
White,Male,34,Marketing Assistant,New York,Albany,12242,"$78,285.98 "
Asian,Female,45,Paralegal,New York,New York City,10292,"$263,063.04 "
Black,Female,64,Director of Sales,New York,New York City,10105,"$69,489.46 "
Hispanic,Male,30,Staff Scientist,New York,New York City,10045,"$228,730.75 "
White,Female,70,Research Nurse,New York,Jamaica,11431,"$132,216.88 "
White,Female,55,Buget Analyst,New York,Jamaica,11470,"$214,201.22 "
White,Female,60,Senior Financial Analyst,New York,Albany,12247,"$183,241.04 "
White,Male,68,Speech Pathologist,New York,New York City,10110,"$296,451.71 "
White,Female,54,Design Engineer,New York,Brooklyn,11220,"$146,291.75 "
Black,Male,42,Paralegal,New York,Brooklyn,11236,"$154,227.20 "
American Indian & Alaska Native,Female,40,Cost Accountant,New York,New York City,10292,"$207,860.08 "
Hispanic,Male,34,Web Designer,New York,Jamaica,11447,"$44,491.56 "
Hispanic,Male,61,Research Assistant,New York,New York City,10125,"$40,106.88 "
Hispanic,Male,70,Technical Writer,New York,Elmira,14905,"$119,854.55 "
Hispanic,Male,43,Accountant,New York,New York City,10019,"$253,092.99 "
Black,Male,59,Assistant Media Planner,New York,Albany,12222,"$75,284.95 "
White,Female,32,Health Coach,New York,New York City,10170,"$210,843.74 "
Hispanic,Male,18,Assistant Manager,New York,Rochester,14652,"$34,635.32 "
White,Male,34,Software Consultant,New York,Elmira,14905,"$285,047.58 "
White,Male,33,Cost Accountant,New York,Brooklyn,11236,"$292,499.87 "
Black,Male,49,Geologist,New York,Bronx,10474,"$123,971.21 "
Hispanic,Female,57,Health Coach,New York,New York City,10079,"$264,798.49 "
White,Female,51,Accountant,New York,Rochester,14619,"$150,471.86 "
White,Male,66,Executive Secretary,New York,Hicksville,11854,"$84,556.18 "
Hispanic,Female,45,Human Resources,New York,New York City,10009,"$65,775.18 "
White,Female,38,Marketing Assistant,New York,Jamaica,11470,"$224,541.19 "
Hispanic,Male,65,Occupational Therapist,New York,New York City,10045,"$140,110.87 "
Hispanic,Male,56,Research Assistant,New York,Brooklyn,11205,"$205,155.05 "
Asian,Female,39,Office Assistant,New York,Yonkers,10705,"$27,767.08 "
Hispanic,Male,44,Occupational Therapist,New York,New York City,10115,"$97,827.86 "
White,Female,62,Web Designer,New York,Syracuse,13224,"$260,204.48 "
Asian,Male,66,Design Engineer,New York,Jamaica,11447,"$79,788.07 "
Black,Female,57,Administrative Officer,New York,New York City,10024,"$245,246.33 "
Hispanic,Female,36,Design Engineer,New York,New York City,10184,"$65,507.67 "
Hispanic,Male,41,Teacher,New York,New York City,10165,"$43,226.97 "
White,Female,63,Database Administrator,New York,Buffalo,14269,"$291,607.62 "
White,Female,35,General Manager,New York,New York City,10115,"$82,195.73 "
White,Male,21,Human Resources,New York,New York City,10029,"$92,484.05 "
Hispanic,Male,18,VP Accounting,New York,New York City,10045,"$223,739.27 "
Hispanic,Female,29,Design Engineer,New York,Brooklyn,11215,"$278,040.72 "
White,Female,30,Administrative Officer,New York,Syracuse,13217,"$238,927.28 "
Hispanic,Male,65,Data Coordiator,New York,Albany,12205,"$283,905.57 "
Black,Female,36,Design Engineer,New York,Brooklyn,11247,"$120,076.87 "
Asian,Female,54,Cost Accountant,New York,Brooklyn,11220,"$208,304.81 "
Hispanic,Female,30,Graphic Designer,New York,Jamaica,11447,"$31,590.57 "
White,Male,47,Account Executive,New York,New Hyde Park,11044,"$47,512.29 "
Hispanic,Male,32,Senior Editor,New York,Brooklyn,11215,"$163,901.46 "
White,Female,47,Research Assistant,New York,Albany,12227,"$230,681.10 "
White,Male,61,Web Designer,New York,Schenectady,12305,"$247,451.00 "
White,Female,39,Occupational Therapist,New York,New York City,10029,"$99,928.91 "
White,Male,21,Administrative Officer,New York,Brooklyn,11247,"$158,410.59 "
Asian,Female,19,Technical Writer,New York,New Hyde Park,11044,"$48,243.90 "
White,Male,64,Assistant Manager,New York,Buffalo,14210,"$276,542.16 "
White,Female,37,Staff Scientist,New York,Schenectady,12325,"$250,457.82 "
Hispanic,Female,22,Statistician,New York,New York City,10160,"$160,621.84 "
White,Male,26,Sales Associate,New York,Syracuse,13224,"$83,235.06 "
White,Female,66,Registered Nurse,New York,New York City,10125,"$117,178.69 "
White,Male,45,Media Manager,New York,Albany,12227,"$117,003.81 "
Hispanic,Female,20,Actuary,New York,New York City,10131,"$175,051.47 "
White,Female,47,Executive Secretary,New York,Buffalo,14269,"$48,152.71 "
White,Male,57,Senior Developer,New York,Flushing,11355,"$125,643.38 "
Hispanic,Male,20,Editor,New York,New York City,10079,"$201,671.49 "
White,Male,42,Assistant Manager,New York,Albany,12232,"$125,575.60 "
White,Female,22,Editor,New York,Buffalo,14205,"$54,261.53 "
White,Male,28,VP Quality Control,New York,New York City,10079,"$140,568.76 "
White,Male,69,Community Outreach Specialist,New York,New York City,10292,"$194,399.94 "
Black,Female,42,VP Accounting,New York,Brooklyn,11210,"$185,427.49 "
White,Female,69,Junior Executive,New York,Buffalo,14220,"$256,119.84 "
White,Female,23,VP Product Management,New York,New York City,10029,"$31,787.68 "
White,Female,45,Data Analyst,New York,Utica,13505,"$286,146.59 "
White,Male,67,Research Nurse,New York,New York City,10125,"$224,047.14 "
Asian,Female,51,Legal Assistant,New York,New York City,10155,"$202,366.82 "
White,Male,44,Office Assistant,New York,Buffalo,14220,"$142,381.32 "
White,Female,31,Media Manager,New York,Bronx,10464,"$135,963.85 "
Black,Male,37,Internal Auditor,New York,Rochester,14614,"$109,036.44 "
Black,Female,59,Data Analyst,New York,New York City,10029,"$138,270.78 "
Other,Male,55,Senior Cost Accountant,New York,Brooklyn,11241,"$169,201.41 "
Hispanic,Male,70,Statistician,New York,Jamaica,11431,"$187,112.30 "
White,Male,41,Graphic Designer,New York,New York City,10270,"$231,207.91 "
White,Male,19,Electrical Engineer,New York,New York City,10120,"$46,727.43 "
Black,Male,50,Librarian,New York,New York City,10131,"$195,082.77 "
Hispanic,Female,59,Food Chemist,New York,Rochester,14619,"$33,293.64 "
Hispanic,Male,38,Occupational Therapist,New York,Brooklyn,11210,"$165,480.43 "
White,Male,44,Electrical Engineer,New York,New York City,10004,"$196,890.37 "
White,Male,64,Web Designer,New York,Buffalo,14276,"$283,751.50 "
Hispanic,Female,69,Staff Scientist,New York,New York City,10131,"$151,037.52 "
White,Male,50,Physical Therapy Assistant,New York,Buffalo,14220,"$70,767.14 "
Black,Male,38,Professor,New York,Rochester,14619,"$68,852.76 "
Hispanic,Female,30,Pharmacist,New York,New York City,10160,"$215,158.24 "
White,Female,47,Community Outreach Specialist,New York,Buffalo,14225,"$196,187.65 "
White,Female,54,Information Systems Manager,New York,White Plains,10606,"$43,370.24 "
Black,Male,27,Statistician,New York,New York City,10110,"$29,807.46 "
Hispanic,Male,48,Media Manager,New York,Bronx,10454,"$33,338.63 "
White,Male,55,Data Analyst,New York,New York City,10115,"$193,452.25 "
Black,Male,22,Senior Developer,New York,New York City,10034,"$237,201.18 "
Hispanic,Male,52,Administrative Officer,New York,New Hyde Park,11044,"$162,060.56 "
White,Female,68,Librarian,New York,Mount Vernon,10557,"$256,243.79 "
White,Female,63,Speech Pathologist,New York,New York City,10150,"$151,064.50 "
White,Female,39,Electrical Engineer,New York,Albany,12242,"$30,641.84 "
Hispanic,Male,23,Office Assistant,New York,Hicksville,11854,"$66,209.76 "
Hispanic,Female,29,Automation Specialist,New York,New York City,10014,"$282,099.89 "
White,Male,22,Business Systems Development Analyst,New York,New York City,10004,"$212,354.19 "
White,Male,41,Research Associate,New York,Buffalo,14210,"$242,285.27 "
Hispanic,Male,45,Data Analyst,New York,Brooklyn,11247,"$221,237.43 "
Hispanic,Male,57,Electrical Engineer,New York,New York City,10110,"$146,326.83 "
Hispanic,Female,22,VP Quality Control,New York,New York City,10184,"$236,944.73 "
White,Male,48,Executive Assistant,New York,New York City,10170,"$269,357.15 "
Hispanic,Female,28,Human Resources,New York,Buffalo,14269,"$57,808.10 "
White,Female,65,Biostatistician,New York,Utica,13505,"$90,742.46 "
Hispanic,Female,28,Actuary,New York,Utica,13505,"$167,339.85 "
White,Female,51,Automation Specialist,New York,Buffalo,14210,"$129,142.05 "
White,Female,55,Speech Pathologist,New York,Rochester,14619,"$158,814.63 "
Black,Male,21,Junior Executive,New York,New York City,10110,"$206,752.15 "
Black,Male,65,Buget Analyst,New York,Albany,12262,"$294,037.69 "
Asian,Female,27,Legal Assistant,New York,Brooklyn,11247,"$230,214.93 "
Black,Female,47,Teacher,New York,Brooklyn,11231,"$97,660.44 "
White,Male,21,Marketing Manager,New York,Jamaica,11407,"$293,551.88 "
Hispanic,Female,30,Electrical Engineer,New York,Albany,12242,"$237,402.22 "
White,Female,28,Professor,New York,New York City,10029,"$244,486.08 "
Black,Male,18,Accountant,New York,New York City,10090,"$255,324.64 "
White,Female,32,Electrical Engineer,New York,Mount Vernon,10557,"$164,443.60 "
White,Female,50,Safety Technician,New York,Albany,12222,"$125,771.08 "
White,Male,43,Internal Auditor,New York,New York City,10079,"$126,446.83 "
Hispanic,Female,53,Sales Associate,New York,New York City,10203,"$273,173.79 "
White,Male,29,Electrical Engineer,New York,Rochester,14614,"$161,936.73 "
White,Male,52,Desktop Support Technician,New York,Utica,13505,"$113,603.18 "
White,Female,44,Dental Hygienist,New York,Jamaica,11499,"$203,057.79 "
White,Male,21,Recruiter,New York,New York City,10110,"$204,019.84 "
White,Male,19,Senior Editor,New York,Schenectady,12305,"$191,249.13 "
Hispanic,Male,33,Compensation Analyst,New York,New York City,10292,"$91,290.48 "
White,Male,33,Electrical Engineer,New York,New York City,10175,"$55,451.32 "
Hispanic,Male,50,Assistant Manager,New York,Albany,12237,"$135,442.61 "
White,Female,36,Operator,New York,New York City,10099,"$222,978.24 "
Hispanic,Female,61,Internal Auditor,New York,Staten Island,10310,"$50,737.58 "
White,Male,19,GIS Technical Architect,New York,Buffalo,14225,"$29,450.65 "
White,Female,69,Research Associate,New York,Buffalo,14225,"$90,501.36 "
White,Female,27,General Manager,New York,New York City,10079,"$136,889.63 "
White,Male,34,Graphic Designer,New York,Brooklyn,11247,"$192,378.86 "
White,Male,32,Teacher,New York,New York City,10131,"$115,565.57 "
White,Male,52,Senior Cost Accountant,New York,Rochester,14646,"$180,593.15 "
Hispanic,Male,50,Recruiter,New York,Brooklyn,11247,"$107,328.30 "
White,Male,49,Account Executive,New York,Bronx,10454,"$137,919.96 "
Black,Female,25,Social Worker,New York,Brooklyn,11241,"$272,571.75 "
Hispanic,Female,53,Sales Representative,New York,Albany,12237,"$181,980.13 "
White,Female,42,Web Designer,New York,Syracuse,13251,"$111,748.87 "
White,Male,32,Sales Representative,New York,New York City,10090,"$258,225.01 "
White,Male,30,Electrical Engineer,New York,Jamaica,11447,"$166,554.94 "
White,Male,31,Nurse Practicioner,New York,Rochester,14652,"$252,731.46 "
White,Male,27,VP Accounting,New York,Albany,12232,"$113,618.90 "
Hispanic,Male,67,Assistant Media Planner,New York,New York City,10125,"$294,516.62 "
White,Male,57,Operator,New York,Albany,12262,"$77,835.60 "
White,Male,70,Human Resources,New York,Bronx,10474,"$30,789.13 "
White,Male,21,General Manager,New York,Albany,12262,"$119,243.67 "
White,Male,26,Electrical Engineer,New York,New York City,10270,"$243,678.52 "
White,Female,51,Office Assistant,New York,Jamaica,11499,"$139,788.98 "
White,Female,23,Nurse,New York,New York City,10280,"$134,713.06 "
White,Female,68,Electrical Engineer,New York,Buffalo,14276,"$236,688.49 "
Black,Female,57,Project Manager,New York,Yonkers,10705,"$64,746.53 "
White,Female,41,Account Coordinator,New York,Great Neck,11024,"$92,853.95 "
White,Female,61,Community Outreach Specialist,New York,Buffalo,14215,"$250,813.05 "
White,Male,55,Nurse,New York,New York City,10249,"$127,454.23 "
Black,Male,44,Electrical Engineer,New York,White Plains,10606,"$117,268.52 "
Hispanic,Male,53,Accountant,New York,Syracuse,13210,"$164,492.05 "
White,Female,55,Dental Hygienist,New York,Rochester,14683,"$184,055.29 "
White,Female,31,Electrical Engineer,New York,New York City,10060,"$100,386.15 "
White,Female,42,Financial Analyst,New York,New York City,10105,"$66,171.13 "
Hispanic,Male,57,Electrical Engineer,New York,Rochester,14619,"$296,664.25 "
Black,Female,64,Sales Representative,New York,New York City,10184,"$196,204.66 "
White,Male,69,VP Product Management,New York,Rochester,14619,"$171,812.50 "
White,Female,41,Environmental Specialist,New York,Rochester,14619,"$162,298.89 "
White,Male,21,VP Quality Control,New York,Albany,12205,"$50,047.68 "
White,Female,40,Nurse,New York,Yonkers,10705,"$281,520.13 "
Other,Male,32,Recruiting Manager,New York,Brooklyn,11220,"$174,913.39 "
White,Female,27,VP Marketing,New York,New York City,10249,"$173,377.52 "
Black,Male,68,Community Outreach Specialist,New York,New York City,10115,"$80,642.06 "
White,Female,43,Buget Analyst,New York,Brooklyn,11247,"$83,304.17 "
Other,Female,36,Business Systems Development Analyst,New York,Brooklyn,11205,"$254,178.17 "
White,Female,21,Environmental Specialist,New York,Buffalo,14205,"$227,920.13 "
Hispanic,Female,34,Pharmacist,New York,Syracuse,13210,"$50,920.34 "
White,Male,43,Speech Pathologist,New York,Elmira,14905,"$154,476.95 "
Asian,Male,42,Clinical Specialist,New York,Buffalo,14215,"$125,020.13 "
White,Male,64,Food Chemist,New York,Yonkers,10705,"$215,070.38 "
White,Female,67,Data Analyst,New York,New York City,10165,"$197,106.06 "
White,Female,47,Office Assistant,New York,Brooklyn,11225,"$112,931.09 "
White,Female,20,Senior Cost Accountant,New York,New York City,10079,"$236,752.93 "
Hispanic,Male,62,Technical Writer,New York,Buffalo,14215,"$176,430.73 "
Hispanic,Male,46,Electrical Engineer,New York,Bronx,10474,"$194,752.04 "
White,Female,64,Human Resources,New York,Brooklyn,11241,"$260,292.84 "
White,Male,26,Information Systems Manager,New York,Yonkers,10705,"$197,476.99 "
White,Female,34,VP Marketing,New York,Schenectady,12305,"$86,830.63 "
Other,Female,69,VP Accounting,New York,Rochester,14683,"$108,992.31 "
White,Male,45,Registered Nurse,New York,Rochester,14639,"$122,015.85 "
White,Female,24,Biostatistician,New York,Rochester,14652,"$273,466.68 "
Hispanic,Male,45,Electrical Engineer,New York,New York City,10150,"$74,380.16 "
Black,Female,55,Financial Advisor,New York,Flushing,11355,"$132,154.96 "
White,Male,27,Social Worker,New York,New York City,10270,"$210,670.20 "
White,Male,26,Research Associate,New York,New York City,10090,"$214,289.34 "
Hispanic,Female,60,Research Assistant,New York,Rochester,14614,"$179,923.35 "
White,Female,22,Systems Administrator,New York,Brooklyn,11247,"$201,569.22 "
Black,Male,27,Human Resources,New York,Albany,12247,"$239,938.14 "
Black,Female,60,Junior Executive,New York,Buffalo,14276,"$195,850.75 "
White,Male,29,Research Nurse,New York,Great Neck,11024,"$109,371.08 "
White,Female,25,Project Manager,New York,Buffalo,14269,"$69,313.87 "
White,Male,27,Electrical Engineer,New York,Albany,12205,"$127,222.13 "
White,Male,25,Associate Professor,New York,Buffalo,14215,"$236,131.44 "
White,Male,62,Data Analyst,New York,Rochester,14639,"$137,047.41 "
Hispanic,Male,25,Legal Assistant,New York,Albany,12222,"$262,145.38 "
White,Male,55,Software Developer,New York,New York City,10019,"$243,181.04 "
White,Male,19,Librarian,New York,New Hyde Park,11044,"$202,383.82 "
White,Male,54,Administrative Officer,New York,New York City,10115,"$120,807.36 "
White,Female,58,Database Administrator,New York,New York City,10060,"$47,373.88 "
